"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date"
"SAUDI ARABIA","Off Hill Strategies LLC","6889","11/13/2020","3110 1st Avenue N, Suite 2MSaint Petersburg&nbsp;&nbsp;33713-863","FL","Embassy of the Kingdom of Saudi Arabia","11/13/2020"
"SAUDI ARABIA","King & Spalding LLP","6501","12/21/2017","1700 Pennsylvania Avenue, NWSuite 200Washington&nbsp;&nbsp;20006","DC","Ministry of Energy of the Kingdom of Saudi Arabia","02/21/2018"
"UKRAINE","Quantum Technologies Laboratories, Inc.","7128","06/15/2022","45 Rockefeller PlazaSuite 2000New York&nbsp;&nbsp;10111","NY","National Security and Defense Council of Ukraine (NSDC)","06/15/2022"
"NIGERIA","Mount Olives LLC","7158","08/11/2022","8470 Winding TrailLaurel&nbsp;&nbsp;20724","MD","Aspiring candidates for presidency","08/11/2022"
"CANADA","O'Brien Gentry & Scott, LLC","5971","01/11/2010","201 C Street, SEWashington&nbsp;&nbsp;20003","DC","Canadian Commercial Corporation","01/11/2010"
"TAIWAN","Western Hemisphere Strategies, LLC","6086","01/12/2012","2929 SW 3rd Avenue, Ste. 410Miami&nbsp;&nbsp;33129","FL","Taipei Economic and Cultural Representative Office (TECRO)","01/12/2012"
"DOMINICAN REPUBLIC","Western Hemisphere Strategies, LLC","6086","01/12/2012","2929 SW 3rd Avenue, Ste. 410Miami&nbsp;&nbsp;33129","FL","Administrative Ministry of the Presidency, Dominican Republic through Vision Americas LLC","10/15/2020"
"GUINEA","Ambessa Solutions LLC","6962","05/17/2021","1707 Pleasantdale RoadApartment 103Vienna&nbsp;&nbsp;22180","VA","Union of Democratic Forces of Guinea (UFDG) and Cellou Dalein Diallo","05/17/2021"
"IRAQ","PASS LLC","6538","03/30/2018","403 N Henry StreetAlexandria &nbsp;&nbsp;22314","VA","Kurdistan Regional Government","03/30/2018"
"LUXEMBOURG","Luxcore, Ltd.","7379","03/05/2024","255 Drake Avenue, No. 7  New Rochelle&nbsp;&nbsp;10805","NY","Luxembourg Trade & Investment Office in New York","03/05/2024"
"JORDAN","West Wing Writers, LLC","6367","08/10/2016","1150 Connecticut Avenue, NWSuite 505Washington&nbsp;&nbsp;20036","DC","Royal Hashemite Court of Jordan","08/10/2016"
"JAPAN","West Wing Writers, LLC","6367","08/10/2016","1150 Connecticut Avenue, NWSuite 505Washington&nbsp;&nbsp;20036","DC","Embassy of Japan","04/25/2023"
"JAPAN","JETRO, New York","1643","06/25/1963","565 Fifth Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","Japan External Trade Organization","06/25/1963"
"JAPAN","JETRO, New York","1643","06/25/1963","565 Fifth Avenue4th FloorNew York&nbsp;&nbsp;10017","NY","Kanagawa Prefectural Government","02/01/2006"
"HONDURAS","Connector International Inc.","7511","12/30/2024","5 Cowboys Way, Suite 300-82Frisco&nbsp;&nbsp; 75034","TX","Embassy of the Republic of Honduras","12/30/2024"
"ISRAEL","Sidley Austin LLP","3731","09/13/1985","1501 K Street, N.W.8th FloorWashington&nbsp;&nbsp;20005","DC","Government of Israel","07/27/1992"
"CHINA","Sidley Austin LLP","3731","09/13/1985","1501 K Street, N.W.8th FloorWashington&nbsp;&nbsp;20005","DC","Hikvision USA, Inc.","10/14/2022"
"JAPAN","JETRO, Houston","2277","09/20/1971","1221 McKinney StreetSuite 4141Houston&nbsp;&nbsp;77010","TX","Japan External Trade Organization (JETRO)","09/20/1971"
"POLAND","Polish National Tourist Office, New York","4762","02/04/1993","980 N Michigan Ave, STE 1550Suite 208 Chicago&nbsp;&nbsp;60611","IL","Ministry of Sports & Tourism of the Republic of Poland","02/04/1993"
"CONGO DEMOCRATIC REPUBLIC OF THE","Abandelwa, Jacques","6950","04/28/2021","1958 Broadway Street #5BIowa City&nbsp;&nbsp;52240","IA","Parti des democrates pour le developpement du Congo (PDDCO)","04/28/2021"
"UNITED KINGDOM","Searby PLLC","7215","01/09/2023","2000 P Street, NW, Suite 705Washington&nbsp;&nbsp; 20036","DC","WWF-UK (World Wide Fund for Nature)","07/04/2023"
"POLAND","Polish Institute of International Affairs - Washington DC Office LLC","7134","07/07/2022","1001 Connecticut Avenue, NW Suite 607Washington&nbsp;&nbsp;20036","DC","Polish Institute of International Affairs","07/07/2022"
"THAILAND","Tourism Authority of Thailand, New York","1897","06/01/1965","61 BroadwaySuite 2810New York&nbsp;&nbsp;10006","NY","Tourism Authority of Thailand","06/01/1965"
"SRI LANKA","Sedera, Daraka Sanjeewa","7434","07/22/2024","7824 Silver Plateau AvenueLas Vegas&nbsp;&nbsp; 89128","NV","Ministry of Investment promotion Sri Lanka","07/22/2024"
"UGANDA","Vanguard Africa","6411","03/26/2017","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Robert Kyagulanyi Ssentamu (AKA Bobi Wine)","09/12/2018"
"TANZANIA","Vanguard Africa","6411","03/26/2017","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Tundu Lissu","02/25/2019"
"CONGO DEMOCRATIC REPUBLIC OF THE","Vanguard Africa","6411","03/26/2017","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Congo, Democratic Republic of The","01/27/2022"
"LIBERIA","Vanguard Africa","6411","03/26/2017","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Ministry of Foreign Affairs. Republic of Liberia","06/17/2024"
"NIGER","Vanguard Africa","6411","03/26/2017","1629 K Street, NWSuite 300Washington&nbsp;&nbsp;20006","DC","Mr. Mohamed Bazoum","01/17/2025"
"KOREA SOUTH","Korea National Tourism Organization, New Jersey","2614","10/04/1975","122 EAST 32ND STREET, 7TH FLOORNew York&nbsp;&nbsp;10016","NY","Korea National Tourism Corporation","10/01/1975"
"QATAR","Washington Media Group","7407","05/13/2024","1 Thomas Circle, Suite 801Washington&nbsp;&nbsp; 20005","DC","International Media Office of the State of Qatar","05/13/2024"
"SOUTH SUDAN","National Salvation Front (NAS) Mission USA","6614","12/16/2018","9109 Poplar Bridge RdMinneapolis&nbsp;&nbsp;55437","MN","National Salvation Front (NAS)","12/16/2018"
"SPAIN","Delegation of Catalonia to the United States of America","6651","03/18/2019","1441 L Street NWSuite 540Washington&nbsp;&nbsp;20005","DC","Government of Catalonia","03/18/2019"
"IRELAND","Tourism Ireland Limited","5594","11/20/2003","345 Park AvenueNew York&nbsp;&nbsp;10154","NY","Tourism Ireland Limited","11/20/2003"
"CANADA","Connor, Gary Steven","7445","08/16/2024","126 S Brook PlaceMadison&nbsp;&nbsp;35758","AL","Kongsberg Geopatial","08/16/2024"
"LEBANON","Carlos Abadi","6825","05/19/2020","202 South Parker StreetApt. 384Tampa&nbsp;&nbsp;33606","FL","Association of Banks in Lebanon","05/19/2020"
"BAHAMAS","Bahamas Tourist Office","2310","01/27/1972","Ministry of TourismPost Office Box N-3701Nassau&nbsp;&nbsp;","","Bahamas Ministry of Tourism","01/27/1972"
"MEXICO","Kuykendall, Gregory J., PC","5917","03/09/2009","531 South Convent AvenueTucson&nbsp;&nbsp;85701","AZ","Government of United Mexican States","03/09/2009"
"IRAQ","Bridgeway Advocacy, LLC","7374","02/15/2024","The Yard 700 Pennsylvania Avenue, SE Washington&nbsp;&nbsp;20003","DC","The Embassy of the Republic of Iraq to the United States (through Valcour, LLC)","02/15/2024"
"DOMINICA","Commonwealth of Dominica Maritime Registry, Inc.","5334","10/12/1999","32 Washington StreetFairhaven&nbsp;&nbsp;02719","MA","Commonwealth of Dominica, Office of Ministry of Finance, Industry and Trade","10/12/1999"
"VENEZUELA","Horacio Francisco Medina Herrera","7023","10/06/2021","2216 Adams Street #307Hollywood&nbsp;&nbsp;33020","FL","Ad Hoc Board of Petroleos de Venezuela, S.A. (""PDVSA Ad Hoc Board"")","10/06/2021"
"UNITED KINGDOM","City of London USA LLC","7410","05/15/2024","PO Box 270 GuildhalLondon&nbsp;&nbsp;","","City of London Corporation","05/15/2024"
"JAPAN","Harris, Waheeda","7053","12/06/2021","40 Homewood AvenueSuite 2703 Toronto&nbsp;&nbsp;","","Japanese National Tourism Organization through All Nippon Airways","12/06/2021"
"KAZAKHSTAN","Venn Strategies","7472","10/01/2024","750 9th Street Suite 650Washington&nbsp;&nbsp;20001","DC","Embassy of Kazakhstan","10/01/2024"
"ARUBA","Aruba Tourism Authority","2987","12/29/1978","400 Plaza DriveSuite 101Secaucus&nbsp;&nbsp;07094","NJ","Government of Aruba","12/29/1978"
"JAPAN","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Okinawa Prefecture","06/03/2015"
"JAPAN","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Consulate General of Japan","07/11/2018"
"CHINA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Hikvision USA Inc.","08/16/2018"
"QATAR","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Embassy of the State of Qatar","12/10/2019"
"CHINA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","JinkoSolar (U.S.) Inc.","12/12/2020"
"UKRAINE","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","GloBee International Agency for Regional Development (""GloBee"")","03/16/2022"
"PAPUA NEW GUINEA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","National Gas Corp. Ltd.","06/30/2023"
"CONGO DEMOCRATIC REPUBLIC OF THE","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Gecamines SA","04/19/2024"
"KOREA SOUTH","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Embassy of the Republic of Korea in the USA","11/26/2024"
"CANADA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Stand With Ukraine","12/13/2024"
"GEORGIA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","American Georgia Business Council","12/27/2024"
"UKRAINE","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Temp-3000","01/24/2025"
"NORTH MACEDONIA","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","ATS Group DOOEL Skopje","02/21/2025"
"ECUADOR","Mercury Public Affairs, LLC","6170","05/14/2013","1615 L Street, NWSuite 400Washington&nbsp;&nbsp;20036","DC","Embassy of Ecuador","03/10/2025"
"PAKISTAN","Muhamad Shahbaz Shabbir","7270","05/11/2023","PTI Secretariat G-8, Islamabad&nbsp;&nbsp;","","Pakistan Tehreek-e-Insaaf (PTI)","05/11/2023"
"QATAR","The Aloft Group, LLC","7447","08/21/2024","23650 Havelock Walk Terrace Suite 401 Ashburn&nbsp;&nbsp;20148","VA","Essa Abdulla Al-Malki","08/21/2024"
"POLAND","Sweeney & Associates, LLC","7547","02/25/2025","1 Stratford DriveClifton Park &nbsp;&nbsp;12065","NY","World Anew Foundation","02/25/2025"
"ZIMBABWE","Ford and London Global Strategies","7510","12/28/2024","1741 Mizell AvenueWinter Park&nbsp;&nbsp; 32789","FL","African Union Mission to the USA","12/28/2024"
"SAUDI ARABIA","Certus Insights, LLC","6801","03/18/2020","3610 14th St., NArlington&nbsp;&nbsp;22201","VA","The Kingdom of Saudi Arabia (through Qorvis Holding Inc.)","03/18/2020"
"TAIWAN","Taiwan Trade Center New York Inc.","3652","02/28/1985","One Penn PlazaSuite 1533New York&nbsp;&nbsp;10119","NY","Taiwan External Trade Development Council (TAITRA)","02/28/1985"
"CAYMAN ISLANDS","Hill and Knowlton Strategies, LLC","3301","11/10/1981","1801 K Street9th FloorWashington&nbsp;&nbsp;20006","DC","Cayman Islands Ministry of Financial Services, Commerce & Environment","02/04/2021"
"MEXICO","Hill and Knowlton Strategies, LLC","3301","11/10/1981","1801 K Street9th FloorWashington&nbsp;&nbsp;20006","DC","'PETRÓLEOS MEXICANOS (""PEMEX""), THROUGH PEMEX DEER PARK DBA DEER PARK","09/28/2022"
"SWEDEN","Hill and Knowlton Strategies, LLC","3301","11/10/1981","1801 K Street9th FloorWashington&nbsp;&nbsp;20006","DC","V.S. VisitSweden AE (VisitSweden) through Hill+Knowlton Strategies Stockholm","12/12/2023"
"SAUDI ARABIA","Hill and Knowlton Strategies, LLC","3301","11/10/1981","1801 K Street9th FloorWashington&nbsp;&nbsp;20006","DC","Ministry of Environment, Water and Agriculture of The Kingdom of Saudi Arabia through Gulf Hill and Knowlton for Advertising Company Limited","09/20/2024"
"SOMALIA","Khalif, Farhio Mohamud","7314","08/19/2023","322 West Lake StreetMinneapolis&nbsp;&nbsp;55408","MN","President of Galmudug State of Somalia, Ahmed Abdi Karie","08/19/2023"
"IRELAND","Friends of Sinn Fein, Inc.","5006","04/03/1995","1212 Avenue of the Americas 5th FloorNew York&nbsp;&nbsp;10036","NY","Sinn Fein","04/03/1995"
"INTERNATIONAL","Arab Information Center","876","03/03/1955","League of Arab States1100 17th Street, N.W., Suite 201Washington&nbsp;&nbsp;20036","DC","League of Arab States","08/15/1966"
"SAUDI ARABIA","Law Office of David B. Kultgen","6527","02/20/2018","11841 Overlook PassAustin&nbsp;&nbsp;78738","TX","Ministry of Energy, Industry and Mineral Resources of the Kingdom of Saudi Arabia","02/20/2018"
"AUSTRALIA","Reevemark LLC","7167","09/09/2022","521 Fifth Avenue 27th FloorNew York&nbsp;&nbsp;10175","NY","Gold Corporation","09/09/2022"
