"Country/LocationRepresented","Foreign Principal","Foreign PrincipalRegistration Date","Foreign PrincipalTermination Date","Address","State","Registrant","Registration #","RegistrationDate","TerminationDate"
"GERMANY FEDERAL REPUBLIC OF","Modene Louis Rachin","07/10/1942","01/10/1945","Chicago&nbsp;&nbsp;","IL","Luehne Jr., John H.","33","07/10/1942","01/10/1945"
"NETHERLANDS","Commission of Government of Newfoundland","07/11/1942","12/01/1946","St. John's&nbsp;&nbsp;","","Newfoundland Government Information Bureau","37","07/11/1942","12/01/1946"
"MEXICO","Accion Republicana Espanola","07/13/1942","07/15/1946","&nbsp;&nbsp;","","Asensio, Jose'","41","07/13/1942","07/15/1946"
"AUSTRIA","Austrian Nation, Austrian Federal Government, Federation of Austrians (Underground Movement)","07/13/1942","04/01/1943","&nbsp;&nbsp;","","Ploechl, Willibald Maria","44","07/13/1942","04/01/1943"
"SPAIN","Asociacion Monarquica Espanola","07/15/1942","02/11/1946","&nbsp;&nbsp;","","De Agustin, Don Manuel","47","07/15/1942","02/11/1946"
"DOMINICAN REPUBLIC","Consejo Nacional de Zonas Francas de Exportacion (Dominican Republic)","08/27/1999","08/15/2004","Edif. San Rafael 5 to Piso Ave. Leopoldo Navarro 61 Santo Domingo&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"SRI LANKA","Government of Sri Lanka, Embassy","02/07/2003","07/31/2004","2148 Wyoming Avenue, N.W. 20008&nbsp;&nbsp;","DC","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"MACAU","Macau Economic Services","08/26/1999","12/31/1999","Rua Dr. Pedro Jose Lobo, n. 1-3 Ed. Luso International, 13 andar&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"EL SALVADOR","Ministerio de Economia Republica de El Salvador","10/18/2002","03/31/2006","Alameda Juan Pablo II y Calle Guadalupe, Edif, C-2 Plan Maestro, Centro de Gabierno  San Salvador, C&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"CAMBODIA","Ministry of Commerce, Royal Kingdom of Cambodia","12/07/1998","07/31/2004","Phnom Pehn&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"PANAMA","Panama National Economic Council","05/06/2004","03/31/2006","Apartado Postal 9658  Panama 4  Panama City&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"PHILIPPINES","Philippine Garment and Textile Board","05/06/2004","12/31/2004","New Solid Building  357 Gil J Puyat Avenue  Makati, Metro Manila&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"FIJI","Republic of the Fiji Islands","05/17/1999","12/31/1999","Washington&nbsp;&nbsp;","DC","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"PHILIPPINES","Department of Trade & Industry","03/28/2006","05/16/2007","New Solid BuildingMakati City&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"KOREA SOUTH","Embassy of the Republic of Korea","05/26/2006","06/30/2007","2450 Massachusetts Avenue, N.W.Washington&nbsp;&nbsp;20008","DC","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"JORDAN","Minister of Labor, Kingdom of Jordan","03/01/2007","06/21/2007","P.O. Box 8160Amman 11121&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"HAITI","Commission de Mise en Oeuvre de la Loi HOPE (CMO-HOPE)","08/17/2007","12/31/2007","Port au Prince&nbsp;&nbsp;","","Sandler, Travis & Rosenberg, P.A.","5303","12/07/1998","12/31/2007"
"FRANCE","G. Henry-Haye (French Embassy)","07/16/1942","07/16/1942","Washington&nbsp;&nbsp;","DC","Musa, John L.","50","07/16/1942","07/16/1942"
"LATVIA","Latvian Legation","07/17/1942","03/27/1944","Washington&nbsp;&nbsp;","DC","Lielnors, Harry W.","53","07/17/1942","03/27/1944"
"POLAND","Dr. Slawoj-Skladkowski","07/20/1942","01/20/1945","&nbsp;&nbsp;","","Banach, Francis-Louis Edward","57","07/20/1942","01/20/1945"
"ROMANIA","Marshal Edward Smigly-Rydz","03/17/1943","01/20/1945","&nbsp;&nbsp;","","Banach, Francis-Louis Edward","57","07/20/1942","01/20/1945"
"KOREA SOUTH","Dr. Syngman Rhee","07/27/1942","07/27/1943","Washington&nbsp;&nbsp;","DC","Chung, Woonsoo","63","07/27/1942","07/27/1943"
"FRANCE","Office Francais de Renseignements aux Etats-Unis","07/27/1942","07/27/1942","&nbsp;&nbsp;","","French Information Center, Inc.","67","07/27/1942","07/27/1942"
"JAPAN","Development Bank of Japan","11/18/1999","09/30/2008","9-1 Otemachi  1-chome  Chiyoda-ku,  Tokyo 100-0004&nbsp;&nbsp;","","U.S. Representative Offices of the Development Bank of Japan","5344","11/18/1999","09/30/2008"
"SWEDEN","A.B. Bofors Nobelkrut","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. de Lavals Angturbin","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Elektrolux","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Gasaccumulator","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Ljungstroms Angturbin","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Separator","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Svenska Amerikalinjen","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Svenska Kullager Fabriken","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Svenska Ostasiastiska Kompaniet (Swedish East Asiatic Company","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","A.B. Tirfing S.S. Line","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Axel Axelson Johnson","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Brostrom-Koncernen","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Elektriska Svetsnings A.B.","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Kooperativa Forbundet","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Sandvikens Jernverks A.B.","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Stockholms Superfosfat Fabriks A.B. (Stockholm's Superphosphate Company)","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Stora Kopparbergs Company","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Svenska Cellulosa-Aktiebolaget","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Swedish-America-Mexico Line","03/02/1945","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"SWEDEN","Telefon A.B. L.M. Ericsson","07/28/1942","06/30/1946","&nbsp;&nbsp;","","Swedish Industries Fund, Inc.","69","07/28/1942","06/30/1946"
"BAHAMAS","Development Board, Department of the Bahamas Government","07/30/1942","01/30/1943","Nassau&nbsp;&nbsp;","","Kelly, John C.","72","07/30/1942","01/30/1943"
"POLAND","J. Zoltowski, Financial Counselor of the Embassy of Poland in Washington","08/01/1942","07/31/1943","New York&nbsp;&nbsp;","NY","Nagorski, Bohdan","76","08/01/1942","07/31/1943"
"GUATEMALA","Minister of Foreign Relations of the Government of Guatemala","08/03/1942","08/03/1942","&nbsp;&nbsp;","","Larcegui, Francisco de S.","80","08/03/1942","08/03/1942"
"SPAIN","Spanish Library of Information","08/03/1942","08/03/1942","New York&nbsp;&nbsp;","NY","Larcegui, Francisco de S.","80","08/03/1942","08/03/1942"
"GREAT BRITAIN","Catalan National Council","08/07/1942","09/15/1945","London, England&nbsp;&nbsp;","","Catalan National Council (U.S. Delegation)","83","08/07/1942","09/15/1945"
"BAHRAIN","Government of the State of Bahrain","04/03/2000","10/10/2002","&nbsp;&nbsp;","","Hill & Barlow, P.C.","5364","04/03/2000","10/10/2002"
"POLAND","American Friends of Polish Democracy","08/07/1942","03/31/1944","New York&nbsp;&nbsp;","NY","Lazell, Reverend J. Arthur","85","08/07/1942","03/31/1944"
"POLAND","New Europe","08/07/1942","03/31/1944","New York&nbsp;&nbsp;","NY","Lazell, Reverend J. Arthur","85","08/07/1942","03/31/1944"
"POLAND","Polish Labor Group (""Poland Fights"")","12/21/1942","03/31/1944","New York&nbsp;&nbsp;","NY","Lazell, Reverend J. Arthur","85","08/07/1942","03/31/1944"
"PERU","Government of Peru, David Dasso, Minister of Finance & Commerce","08/11/1942","02/11/1943","Lima&nbsp;&nbsp;","","Davis, Gerhold O.","89","08/11/1942","02/11/1943"
"PALESTINE","Palestine Correspondence Agency","08/12/1942","08/12/1943","Jerusalem&nbsp;&nbsp;","","Palcor Agency","92","08/12/1942","08/12/1943"
"MEXICO","Credito Minero y Mercantil, S.A.","08/14/1942","03/11/1943","Mexico City&nbsp;&nbsp;","","Jordan, H.A.","95","08/14/1942","03/11/1943"
"CANADA","Canadian National Railway Company","08/17/1942","05/17/1953","Montreal&nbsp;&nbsp;","","Powers, Horace H.","98","08/17/1942","05/17/1953"
"ARGENTINA","Republic of Argentina through IKON Public Affairs","07/28/2000","10/31/2000","c/o IKON Public Affairs, L.L.C.  1101 30th Street, N.W., Suite 220&nbsp;&nbsp;","DC","Triumph Communications International Group, Inc.","5379","07/28/2000","01/31/2001"
"ALBANIA","Albania Film (Entreprise Cinematographique d'Etat)","10/20/1960","11/08/1982","Tirana&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"PORTUGAL","Centrala Wynajmu Filmow","04/29/1952","11/08/1982","Warsaw&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"CZECHOSLOVAKIA","Czechoslovak State Film","09/20/1950","11/08/1982","&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"HUNGARY","Hungarofilm Vallalat","10/20/1961","11/08/1982","Budapest&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"HUNGARY","Magyar Filmgyarto N.V.","09/20/1950","01/31/1969","Budapest&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"ROMANIA","Romfilm","10/08/1965","11/08/1982","Bucharest&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"GERMAN DEMOCRATIC REPUBLIC","Sovexportfilm","10/09/1973","11/08/1982","Moscow&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"GERMAN DEMOCRATIC REPUBLIC","Soviet Television","07/15/1971","11/08/1982","Moscow&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"ROMANIA","Sovromfilm","03/20/1952","11/08/1982","Bucuresti&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"GERMAN DEMOCRATIC REPUBLIC","Soyuzintorgkino","08/22/1942","11/08/1982","Moscow&nbsp;&nbsp;","","Artkino Pictures, Inc.","103","08/22/1942","11/08/1982"
"LATVIA","People of Latvia","08/25/1942","03/29/1944","New York&nbsp;&nbsp;","NY","Latvian World Alliance","107","08/25/1942","03/29/1944"
"JAPAN","Hideshige Kashiwagi","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Joshua Tomohiko Midzuno","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Kohji Katoh","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Meiji Fire Insurance Company","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Morimura Brothers, Inc.","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Nippon Club, Inc.","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Seiichiro Iwasaki","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Tokyo Marine & Fire Insurance Company","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"JAPAN","Yonosuke Maenami","09/01/1942","03/01/1945","Tokyo&nbsp;&nbsp;","","Arai, Yoneo","110","09/01/1942","03/28/1945"
"ITALY","Amedeo & Emma Pieroni","03/20/1943","02/20/1943","&nbsp;&nbsp;","","Ghiloni, Alfred R.","113","08/20/1942","02/20/1943"
"ITALY","Amedeo Pieroni","08/20/1942","02/20/1943","&nbsp;&nbsp;","","Ghiloni, Alfred R.","113","08/20/1942","02/20/1943"
"ITALY","Brunilde Maddaleni","03/20/1943","02/20/1943","&nbsp;&nbsp;","","Ghiloni, Alfred R.","113","08/20/1942","02/20/1943"
"ITALY","Louis & Rita Pieroni","03/20/1943","02/20/1943","&nbsp;&nbsp;","","Ghiloni, Alfred R.","113","08/20/1942","02/20/1943"
"SPAIN","Spanish Library of Information","09/09/1942","09/09/1942","New York&nbsp;&nbsp;","NY","Mezquita, Teresa","116","09/09/1942","09/09/1942"
"HAITI","Government of Haiti","03/22/2001","08/06/2001","Port-au-Prince&nbsp;&nbsp;","","Levy, Michael","5420","03/22/2001","09/30/2001"
"SPAIN","Spanish Library of Information","09/09/1942","09/09/1942","New York&nbsp;&nbsp;","NY","Mezquita, Manuel","118","09/09/1942","09/09/1942"
"GREAT BRITAIN","British Security Coordination","09/11/1942","09/11/1942","Philadelphia&nbsp;&nbsp;","PA","Braik, Douglas Gordon","121","09/11/1942","09/11/1942"
"LATVIA","Republic of Latvia","09/18/1942","03/18/1943","Washington&nbsp;&nbsp;","DC","Ekis, Ludvigs","125","09/18/1942","03/18/1943"
"AUSTRIA","Delegation Abroad of the Austrian Trade Unions (Auslandsvertretung der Freien Gewerkschaften Ocsterreichs)","12/18/1944","11/01/1945","London, England&nbsp;&nbsp;","","Austrian Labor Committee","129","09/29/1942","02/08/1946"
"GREAT BRITAIN","London Bureau of the Austrian Socialists","12/18/1944","02/08/1946","London, England&nbsp;&nbsp;","","Austrian Labor Committee","129","09/29/1942","02/08/1946"
"AUSTRIA","Sozialdemokratische Arbeiterpartei Oesterreichs (Social Democratic Labor Party of Austria)","09/29/1942","07/01/1945","&nbsp;&nbsp;","","Austrian Labor Committee","129","09/29/1942","02/08/1946"
"FINLAND","Legation of Finland","09/24/1942","10/24/1943","Washington&nbsp;&nbsp;","DC","LeRoy & Denslow","132","09/24/1942","10/24/1943"
"UNITED ARAB EMIRATES","Dubai International Financial Centre","09/27/2004","09/30/2005","Level 49, Emirates Towers  P.O. Box 74777  Dubai, U.A.E.&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"HAITI","Republic of Haiti","06/04/2003","12/31/2001","Kurzban, Kurzban, Weinger & Tetzeli   Plaza 2650, Second Floor  2650 S.W.  27th Avenue  Miami 33133&nbsp;&nbsp;","FL","QORVIS LLC","5483","03/06/2002",""
"SAUDI ARABIA","Kingdom of Saudi Arabia","03/06/2002","","601 New Hampshire Avenue, N.W.&nbsp;&nbsp;","DC","QORVIS LLC","5483","03/06/2002",""
"SOMALI DEMOCRATIC REPUBLIC","Transitional Government of Somalia","06/17/2005","06/15/2005","P.O. Box 41500606Nairobi, Kenya, Africa&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"GREAT BRITAIN","British Embassy, Washington, DC","11/01/2005","05/30/2006","3100 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","QORVIS LLC","5483","03/06/2002",""
"JAPAN","Misawa International, Inc.","03/24/2006","05/30/2006","2-7-1 Nishishinjuku, Shinjuku-KuTokyo&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"RUSSIA","Mediaservices, LLC","09/19/2006","01/01/2007","29 Planetnaya str.Building 1Moscow&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"SAUDI ARABIA","Prince Bandar bin Sultan bin Abdulaziz Al-Saud - William Simpson - Wafic Said","12/01/2006","06/08/2007","&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"BANGLADESH","Bangladesh Nationalist Party","05/25/2007","05/16/2007","c/o Don Haque7362 196th PlaceFresh Meadows&nbsp;&nbsp;11366","NY","QORVIS LLC","5483","03/06/2002",""
"CYPRUS","Government of the Republic of Cyprus, Embassy, through Patton Boggs LLP","10/03/2007","10/31/2011","2211 R Street, NWWashington&nbsp;&nbsp;20008","DC","QORVIS LLC","5483","03/06/2002",""
"EGYPT","Ahmed Ezz of National Democratic Party","11/30/2007","03/31/2008","10 Shihab StreetAl Mouhandisine/P.O. Box 12411Giza&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"NIGERIA","Atiku Abubakar through Weidenfeld Law Group","05/30/2008","10/31/2009","888 17th Street, NWSuite 900Washington&nbsp;&nbsp;20006","DC","QORVIS LLC","5483","03/06/2002",""
"MEXICO","Mexico Tourism Board","04/30/2009","08/31/2010","2829 16th Street, NWWashington&nbsp;&nbsp;20009","DC","QORVIS LLC","5483","03/06/2002",""
"IRAQ","Kurdistan Regional Government","06/23/2009","05/17/2016","1634 Eye Street, NWSuite 210Washington&nbsp;&nbsp;20006","DC","QORVIS LLC","5483","03/06/2002",""
"EQUATORIAL GUINEA","Republic of Equatorial  Guinea","08/16/2009","","Malabo&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"ISRAEL","Plasan Sasa, Ltd.","08/21/2009","03/06/2013","M.P. Merom Hagalii 13870&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"SRI LANKA","Government of Sri Lanka through Bell-Pottinger Communications, Ltd.","12/02/2009","01/01/2011","14 Curzon Street, London W1J5HN&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
"BAHRAIN","Kingdom of Bahrain, Embassy","08/06/2010","01/01/2017","3502 International Drive, NWWashington&nbsp;&nbsp;20008","DC","QORVIS LLC","5483","03/06/2002",""
"BRUNEI","Brunei Investment Agency","11/17/2010","02/28/2011","Ministry of Finance Building, 11th FloorCommonwealth DriveJalan Kebangsaan&nbsp;&nbsp;","","QORVIS LLC","5483","03/06/2002",""
