"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date"
"IRAQ","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Ministry of Finance of the Republic of Iraq","07/15/2004"
"MEXICO","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Ministry of Foreign Relations of Mexico","05/10/1996"
"CUBA","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","National Cuban Sugar Mill Owners' Association","02/02/1955"
"CUBA","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","National Cuban Sugar Mill Owners' Association","02/19/1958"
"VENEZUELA","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Petroleos de Venezuela, S.A.","05/29/1986"
"FRANCE","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Peugeot, S.A.","11/01/1985"
"KUWAIT","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","State of Kuwait","08/13/1990"
"VENEZUELA","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Venezuelan Trade Mission to the First U.S. International Fair","12/26/1950"
"LIBERIA","Cleary, Gottlieb, Steen & Hamilton, LLP","508","01/19/1948","2000 Pennsylvania Avenue, NWWashington&nbsp;&nbsp;20006-1801","DC","Republic of Liberia through the Ministry of Finance","07/30/2007"
"CHILE","Corporacion de Fomento de la Produccion","401","12/23/1946","One World Trade CenterSuite 5151New York&nbsp;&nbsp;10048-0497","NY","Corporacion de Fomento de la Produccion","12/23/1946"
"TURKEY","Turkish Consulate Office of Culture & Information Attache","498","10/22/1947","821 United Nations Plaza4th FloorNew York&nbsp;&nbsp;10017","NY","Ministry of Culture & Tourism","10/22/1947"
"SWEDEN","Swedish Tourist Office","68","07/27/1942","655 Third Avenue18th FloorNew York&nbsp;&nbsp;10017","NY","Swedish Tourist Board","07/27/1942"
"BELGIUM","Belgian National Tourist Office","529","06/17/1948","300 East 42nd Street14th FloorNew York&nbsp;&nbsp;10017","NY","Belgian National Tourist Office","06/17/1948"
"GERMANY, FEDERAL REPUBLIC OF","German Federal Railroad","945","04/12/1956","747 Third AvenueNew York&nbsp;&nbsp;10017","NY","Deutsche Bundesbahn (German Federal Railroad)","04/12/1956"
"AUSTRIA","Austrian Tourist Office, Inc.","495","10/03/1947","61 Broadway#1701New York&nbsp;&nbsp;10006","NY","Austrian National Tourist Office","10/03/1947"
"JAMAICA","Jamaica Progressive League, Inc.","296","03/12/1945","15905 Hillside Avenue2nd FloorJamaica&nbsp;&nbsp;11432","NY","People's National Party","03/09/1945"
"INTERNATIONAL","European Travel Commission","574","06/30/1949","c/o Spring O'Brien30 West 26th Street, 4th FloorNew York&nbsp;&nbsp;10010","NY","European Travel Commission","06/06/1949"
"CYPRUS","European Travel Commission","574","06/30/1949","c/o Spring O'Brien30 West 26th Street, 4th FloorNew York&nbsp;&nbsp;10010","NY","Ministry of Commerce & Industry (Tourist Section) of Cyprus","11/26/1973"
"FINLAND","Finnish Tourist Board, New York","573","05/31/1949","655 Third AvenueSuite 1810New York&nbsp;&nbsp;10017-5617","NY","Finnish State Railways","06/28/1949"
"FINLAND","Finnish Tourist Board, New York","573","05/31/1949","655 Third AvenueSuite 1810New York&nbsp;&nbsp;10017-5617","NY","Finnish State Railways","04/03/1964"
"FINLAND","Finnish Tourist Board, New York","573","05/31/1949","655 Third AvenueSuite 1810New York&nbsp;&nbsp;10017-5617","NY","Finnish Tourist Association","05/31/1949"
"FINLAND","Finnish Tourist Board, New York","573","05/31/1949","655 Third AvenueSuite 1810New York&nbsp;&nbsp;10017-5617","NY","Ministry of Public Works & Communications of Finland","07/19/1951"
"FINLAND","Finnish Tourist Board, New York","573","05/31/1949","655 Third AvenueSuite 1810New York&nbsp;&nbsp;10017-5617","NY","Ministry of Trade & Industry","10/30/1973"
"IRELAND","Tourism Ireland","536","08/16/1948","345 Park Avenue17th FloorNew York&nbsp;&nbsp;10154","NY","Bord Failte Eireann","08/24/1956"
"IRELAND","Tourism Ireland","536","08/16/1948","345 Park Avenue17th FloorNew York&nbsp;&nbsp;10154","NY","Bord Failte Eireann (Government of Ireland Tourist Board)","08/01/1974"
"IRELAND","Tourism Ireland","536","08/16/1948","345 Park Avenue17th FloorNew York&nbsp;&nbsp;10154","NY","Fogra Failte (National Tourist Publicity Organization for Ireland)","08/31/1953"
"IRELAND","Tourism Ireland","536","08/16/1948","345 Park Avenue17th FloorNew York&nbsp;&nbsp;10154","NY","Irish Tourist Board","08/16/1948"
"NORWAY","Innovation Norway","526","05/13/1948","WeWork 575 Lexington AveNew York&nbsp;&nbsp;10022","NY","Innovation Norway (aka Innovasjon Norge)","05/13/1948"
"ITALY","Italian Government Tourist Board, New York","568","04/21/1949","686 Park Avenue3rd FloorNew York&nbsp;&nbsp;10065","NY","Ente Nazionale Italiano per il Turismo","04/21/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Chernovtsy Rubber Shoesfactory""","03/30/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""FINVEST""","04/18/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Kwartzsamotsvety""","03/29/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Moscovsky Vertolyetny Zavod im. M.L. Milya""","12/27/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Paton Welding Institute""","03/14/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""POLJOT""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""State Don Cossacks Song and Dance Ensemble""","10/01/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Terra Block Soviet Union""","05/17/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","""Vneshstroykomplex""","02/18/1992"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","All-Union Research Institute for Organic Synthesis","11/15/1991"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Baltic Sea State Steamship Line","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Bank for Foreign Trade of the U.S.S.R.","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Black Sea State Steamship Line","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Cooperative ""Concord""","05/02/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Corporate Enterprise ""FEMEX""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Family & Health Association","06/24/1991"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Far Eastern State Steamship Line","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Gorkovskoye Proizvodstvennoye Objedinenie ""Normal""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Intourist","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Inventive Machine Laboratory","11/15/1991"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Ministry of Foreign Trade of the U.S.S.R.","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Ministry of Maritime Fleet of the U.S.S.R.","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Moscow Fat Processing Plant","02/18/1992"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Moscow Industrial Union for Diamond Tools Production","02/18/1992"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","MSTA ""CRIMEAMEDELECTRO""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Multibranch Business Association ""ELEM""","02/18/1992"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Northern State Steamship Line","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","NPO ""TRANSPROGRESS""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","P/A ""SAJANMRAMOR""","12/27/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","P/O ""TERMINAL""","03/14/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Production Association ""Izhevskei Mekhanicheskei Zavod""","05/17/1990"
"LATVIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Riga Cardboard Factory","02/18/1992"
"ARMENIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","RPAO ""Armniasomolprom"" of Gosagroprom of Armenian SSR","12/27/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","TSNT Cooperative ""Steamer""","03/30/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","U.S.S.R. Chamber of Commerce","09/02/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","U.S.S.R. Pavilion of Goods","09/02/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","Uhtomskiy Helicopter Works","03/14/1991"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V.T.F. ""INPOLIGRAF""","10/01/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/F ""VREMEX""","04/18/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O ""Promexport""","03/21/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O ""SKOTOIMPORT""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O ""Sovintersport""","03/29/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O ""Soyuzkarta""","03/21/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O ""STROJDORMASHEXPORT""","10/11/1990"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Almazjuvelirexport","08/06/1970"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Aviaexport","05/02/1967"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Avtoexport","12/21/1959"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Avtopromimport","04/29/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Centerquartzsamotsvety","05/06/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Chimmashexport","07/25/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Electronorgtechnica","06/08/1971"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Energomashexport","07/11/1967"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Exportkhleb","11/07/1949"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Exportles","12/06/1950"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Exportljon","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Im. Yanvarskogo","05/24/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Licensintorg","10/29/1964"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Machinoexport","04/29/1960"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Machinoimport","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Mashpriborintorg","05/09/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Mashriiborintorg","12/22/1982"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Medexport","10/30/1961"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Metallurgimport","10/27/1970"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Mezhdunarodnaja Kniga","08/05/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Mingazprom","08/31/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Novoexport","08/05/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Prodintorg","04/28/1954"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Prommashimport","08/05/1966"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Promsyrioimport","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Raznoexport","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Raznoimport","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Rosvneshtorg","04/20/1988"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzchimexport","04/28/1952"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzgazexport","04/27/1983"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzkiipvneshtorg","02/11/1985"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzkoopvneshtorg","02/11/1985"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuznefteexport","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuznefteexport","04/01/1974"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzplodoimport","05/02/1967"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzpromexport","11/07/1949"
"USSR","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzpushnina","11/07/1949"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzvneshstrojimport","03/14/1977"
"RUSSIA","Amtorg Trading Corporation","596","11/07/1949","15 West 36th Street6th FloorNew York&nbsp;&nbsp;10018","NY","V/O Sojuzvneshtrans","08/25/1975"
